P_index,P_url,P_heading,P_ID,P_Status,P_Awarded,P_Budget,P_Repeat,P_Skill,P_Skills_Number,P_Rating,P_Reviews,P_location,P_country,P_income_group,P_selected_rank_tatol,P_fcers_selected,P_selected_rank_average,P_fcers_applying_total,P_selection_accuracy,F_Country_Match
1937,https://www.freelancer.com/projects/php-mysql/bid-system-ride-transport-project/,Bid System ride/transport project, #5184059,Completed,1,$30-250 USD,5,"AJAX,MySQL,PHP",3,4.9,333,"Valencia, United States",United States,High income,3,1,3,6,0.666666667,0
1938,https://www.freelancer.com/projects/php-mysql/help-coding-interactive-webpage/,Help coding interactive webpage, #5183767,Completed,1,$30-250 USD,5,"HTML5,jQuery / Prototype,MySQL,PHP,PSD to HTML",5,5,22,"Milwaukee, United States",United States,High income,6,1,6,19,0.736842105,0
1941,https://www.freelancer.com/projects/website-design-html.1/shirt-ecommerce-website/,T-shirt ecommerce website, #5176482,In Progress,1,€250-750 EUR,2,"eCommerce,HTML,Shopping Carts,Website Design,WordPress",5,4.5,2,"Carmignano - località Seano (PO), Italy",Italy,High income,10,1,10,21,0.571428571,0
1943,https://www.freelancer.com/projects/php-website-design/wordpress-woocommerce-expert-some/,"Wordpress, Woocommerce Expert to do some modifications", #5173840,Completed,1,$30-250 USD,5,"MySQL,PHP,Website Design,WordPress",4,5,6,"Perth, Australia",Australia,High income,3,1,3,15,0.866666667,0
1947,https://www.freelancer.com/projects/matlab-mathematica/porting-matlab-program-octave.5158309/,"Porting Matlab program to Octave, 2nd", #5158309,Completed,1,$250-750 USD,5,Matlab and Mathematica,1,5,20,"Zurich, Switzerland",Switzerland,High income,1,1,1,3,1,0
1948,https://www.freelancer.com/projects/html.1-system-admin/website-generated-emails-stuck-badmail/,"Website generated emails stuck in badmail queue on Windows server, SMTP problems", #5155210,Completed,1,$2-8 USD / hour,4,"HTML,System Admin,Windows Server",3,5,5,"Ipswich, United Kingdom",United Kingdom,High income,1,1,1,9,1,0
1949,https://www.freelancer.com/projects/graphic-design-banner-design/benner-project/,benner project, #5153992,In Progress,1,$750-1500 USD,4,"Banner Design,Graphic Design,Photo Editing,Videography",4,0,0,"katunayake, Sri Lanka",Sri Lanka,Lower middle income,6,1,6,6,0.166666667,0
1950,https://www.freelancer.com/projects/php-software-architecture/google-voice-bulk-dialer/,Google Voice bulk dialer, #5149323,In Progress,1,$20-200 USD,5,"PHP,Software Architecture,Software Testing",3,5,21,"Oakland Park, United States",United States,High income,1,1,1,3,1,0
1959,https://www.freelancer.com/projects/mobile-phone-html/simple-mobile-website-with-embedded/,Simple mobile website with embedded form, #5129926,Completed,1,$30-250 USD,5,"HTML5,jQuery / Prototype,Mobile App Development",3,5,3,"Brookline, United States",United States,High income,3,1,3,12,0.833333333,0
1960,https://www.freelancer.com/projects/objective-c-macos/build-vin-app-with-invoice/,build VIN app with invoice system, #5128991,Completed,1,$340-350 USD,1,"Cocoa,Mac OS,Objective C",3,3.2,1,"Orlando, United States",United States,High income,1,1,1,3,1,0
1970,https://www.freelancer.com/projects/graphic-design-mobile-phone/simple-android-application-pinball/,Simple Android Application - Pinball / Pachinko game, #5112876,Completed,1,£20-250 GBP,5,"Android,Game Design,Google App Engine,Graphic Design,Mobile App Development",5,5,43,"Congleton, United Kingdom",United Kingdom,High income,1,1,1,5,1,0
1977,https://www.freelancer.com/projects/graphic-design-facebook/images-needed-for-facebook-sweepstakes/,4 x images needed for a Facebook sweepstakes competition, #5074382,Completed,1,£10-20 GBP,5,"Facebook Marketing,Graphic Design,Social Networking",3,5,2,"Lymm, United Kingdom",United Kingdom,High income,1,1,1,3,1,0
1984,https://www.freelancer.com/projects/graphic-design-photoshop/hammer-crossfit-shirt-artwork-design/,Hammer CrossFit t-shirt artwork design, #5068023,Completed,1,$30-250 USD,1,"Graphic Design,Photoshop,Photoshop Design,T-Shirts",4,0,0,"Peoria, United States",United States,High income,6,1,6,18,0.722222222,0
1986,https://www.freelancer.com/projects/php-website-design/need-closed-auctions-removed-should/,"Need Closed Auctions to be removed as should,,check live update time", #5054027,Completed,1,$35 USD,5,"AJAX,HTML,Javascript,PHP,Website Design",5,5,148,"Edcouch, United States",United States,High income,1,1,1,1,1,0
1987,https://www.freelancer.com/projects/php-website-design/used-car-auction-site/,Used Car Auction Site, #5053107,In Progress,1,$1500-3000 USD,5,"AJAX,HTML,MySQL,PHP,Website Design",5,5,3,"Plainfield, United States",United States,High income,20,1,20,20,0.05,0
1995,https://www.freelancer.com/projects/php-mysql/for-diegocr-only-modifications-existing.5038252/,For Diegocr Only - Modifications to Existing Plugin 2, #5038252,Completed,1,$250-750 USD,5,"Firefox,Google Chrome,Javascript,MySQL,PHP",5,5,33,"Clarks Summit, United States",United States,High income,2,1,2,2,0.5,0
1996,https://www.freelancer.com/projects/php-html.1/mobile-bidding-website-using-html/,"Mobile bidding website using HTML, PHP and MySQL", #5033575,Completed,1,$30-250 USD,5,"HTML,MySQL,PHP",3,5,9,"Zwolle, Netherlands",Netherlands,High income,6,1,6,6,0.166666667,0
2000,https://www.freelancer.com/projects/data-entry-data-processing/job-questions-research/,Job Questions Research, #5021402,Completed,1,$2-3 USD / hour,5,"Data Entry,Data Processing,Web Search",3,5,13,"Naogaon, Bangladesh",Bangladesh,Lower middle income,1,1,1,1,1,0
2003,https://www.freelancer.com/projects/javascript-html/complete-existing-phonegap-app-repost/,Complete existing Phonegap app - repost, #5015211,In Progress,1,$750-1500 USD,3,"HTML5,Javascript,PhoneGap",3,0,0,"Houston, United States",United States,High income,5,1,5,18,0.777777778,0
2007,https://www.freelancer.com/projects/php-website-design/build-php-mysql-website.4997921/,build a PHP + mySQL website, #4997921,Completed,1,$30-180 USD,5,"CSS,HTML,MySQL,PHP,Website Design",5,5,23,"ankara, Turkey",Turkey,Upper middle income,6,1,6,14,0.642857143,0
2009,https://www.freelancer.com/projects/data-entry-data-processing/data-entry-research-specialist-repost.4997279/,Data Entry & Research Specialist-Repost2, #4997279,Completed,1,$2-4 USD / hour,5,"Data Entry,Data Processing,Web Search",3,5,13,"Naogaon, Bangladesh",Bangladesh,Lower middle income,2,1,2,6,0.833333333,0
2012,https://www.freelancer.com/projects/php-graphic-design/video-upload-website/,Video upload website2, #4994781,Completed,1,$30-250 USD,5,"Graphic Design,HTML,PHP,Website Design",4,5,4,"Macomb, United States",United States,High income,4,1,4,14,0.785714286,0
2017,https://www.freelancer.com/projects/business-plans/auditing-assignment/,auditing assignment, #4971386,Completed,1,$250-750 AUD,2,Business Plans,1,5,1,"victoria park, Australia",Australia,High income,1,1,1,4,1,0
2019,https://www.freelancer.com/projects/php-website-design/retail-website.4961188/,Retail website, #4961188,Completed,1,$3000-5000 AUD,5,"Graphic Design,HTML,PHP,Website Design",4,5,10,"Altona Meadows, Australia",Australia,High income,12,1,12,20,0.45,0
2020,https://www.freelancer.com/projects/ghostwriting-ebooks/book-project-the-story-the/,Book Project - The Story of the first Hip-Hop Magazine, #4956304,Completed,1,$15-25 USD / hour,0,"eBooks,Ghostwriting",2,5,3,"Hawthorne, United States",United States,High income,4,1,4,14,0.785714286,1
2022,https://www.freelancer.com/projects/research-technical-writing/homework-for-corporate-finance-subject.4959715/,Do homework for Corporate Finance subject - repost, #4959715,In Progress,1,$30-250 USD,5,"Report Writing,Research,Research Writing,Technical Writing",4,5,23,"Melbourne, Australia",Australia,High income,1,1,1,2,1,0
2030,https://www.freelancer.com/projects/php-engineering/prime-number-check-program/,Prime number check program, #4953233,In Progress,1,$10-30 AUD,5,"Engineering,PHP,Software Architecture,Software Testing,Website Testing",5,0,0,Australia,Australia,High income,2,1,2,3,0.666666667,0
2032,https://www.freelancer.com/projects/php-engineering/check-number-prime/,Check if a number is prime, #4952985,In Progress,1,$10-30 AUD,5,"Engineering,PHP,Software Architecture,Software Testing,Website Testing",5,0,0,Australia,Australia,High income,1,1,1,1,1,0
2038,https://www.freelancer.com/projects/php-linux/need-godaddy-vds-linux-expert/,Need Godaddy VDS Linux expert to help enable SSH root access, #4921074,Completed,1,$30 USD,5,"Linux,PHP,Software Testing,UNIX",4,5,75,"Singapore, Singapore",Singapore,High income,1,1,1,8,1,0
2044,https://www.freelancer.com/projects/virtual-assistant/virtual-assistant.4903818/,Virtual Assistant 4, #4903818,Completed,1,$2 USD / hour,5,Virtual Assistant,1,5,281,"Brooklyn, United States",United States,High income,7,1,7,20,0.7,0
2048,https://www.freelancer.com/projects/php-javascript/disable-embedded-iframe-features/,Disable Embedded Iframe Features, #4887208,In Progress,1,$30-250 USD,2,"HTML5,Javascript,jQuery / Prototype,PHP",4,5,1,"Faisalabad, Pakistan",Pakistan,Lower middle income,1,1,1,6,1,0
2052,https://www.freelancer.com/projects/flash-animation/animation-for-children-music-video.4882300/,"Animation for children's music video: ""What a Ride""", #4882300,In Progress,1,$750-1500 USD,5,"3D Animation,Adobe Flash,Animation",3,5,45,"West Richland, United States",United States,High income,1,1,1,3,1,0
2058,https://www.freelancer.com/projects/research-ghostwriting/ebook-finish-ebook/,Ebook - Finish my Ebook, #4868317,Completed,1,$2-8 USD / hour,5,"Book Writing,eBooks,Ghostwriting,Research",4,5,4,"Cairo, Egypt",Egypt,Lower middle income,5,1,5,6,0.333333333,0
2059,https://www.freelancer.com/projects/facebook/having-issue-with-facebook-fan/,HAving an Issue with Facebook fan page Admin, #4863931,Completed,1,$10-30 USD,5,Facebook Marketing,1,5,3,"Fernley, United States",United States,High income,1,1,1,4,1,0
2060,https://www.freelancer.com/projects/android/expert-android-programmer-develop-live/,Expert Android Programmer - Develop a P2P Live Chat Software, #4859811,In Progress,1,$750-1500 USD,0,Android,1,0,0,"istanbul, Turkey",Turkey,Upper middle income,5,1,5,9,0.555555556,0
2061,https://www.freelancer.com/projects/graphic-design-powerpoint/virtual-assistant-line-research/,"Virtual Assistant: on line research, Presentations, Ad copy art work etc", #4846827,In Progress,1,$2-8 USD / hour,5,"Graphic Design,Powerpoint,Virtual Assistant",3,4.9,26,"Hong Kong, Hong Kong",Hong Kong,High income,4,1,4,11,0.727272727,0
2070,https://www.freelancer.com/projects/wordpress/import-articles-categories-images/,import articles/categories/images/authors from directorypress to wordpress, #4832811,Completed,1,$30-250 USD,5,WordPress,1,5,72,"berlin, Germany",Germany,High income,2,1,2,7,0.857142857,0
2072,https://www.freelancer.com/projects/software-development/windows-business-names-emails-extractor/,Windows O.S. [Business Names + emails] extractor (from specific html saved pages into a folder) Like a yellow pages extractor but working on offline html pages, #4818020,Completed,1,€30-250 EUR,5,Software Development,1,5,4,"Private, Italy",Italy,High income,1,1,1,1,1,0
2076,https://www.freelancer.com/projects/php-ajax/system-for-leaving-messages-for/,System for leaving messages for friends after someone died, #4807379,Completed,1,$250-750 USD,3,"AJAX,jQuery / Prototype,MySQL,PHP,Software Architecture",5,5,4,"Mosbach, Germany",Germany,High income,1,1,1,10,1,0
2080,https://www.freelancer.com/projects/proofreading-editing/post-ocr-clean-word-file/,Post-OCR clean up of an MS Word file, #4803238,Completed,1,$10-30 USD,5,"Editing,Proofreading",2,5,9,"Penrith, Australia",Australia,High income,2,1,2,6,0.833333333,0
2081,https://www.freelancer.com/projects/php-java/convert-chatroom-java-red-java.4800312/,Convert chatroom java+red5 to java at server ended - repost, #4800312,In Progress,1,$750-1500 USD,3,"Java,MySQL,PHP,Software Architecture",4,5,1,"Auburn, United States",United States,High income,3,1,3,7,0.714285714,0
2082,https://www.freelancer.com/projects/data-entry-excel/simple-excell-task/,SImple Excell task, #4800013,Completed,1,$10-30 USD,5,"Data Entry,Excel",2,5,49,"Groningen, Netherlands",Netherlands,High income,19,1,19,21,0.142857143,0
2088,https://www.freelancer.com/projects/flash/flash-project.4764590/,Flash project, #4764590,In Progress,1,$250-750 USD,5,Adobe Flash,1,0,0,"istanbul, Turkey",Turkey,Upper middle income,4,1,4,17,0.823529412,0
2089,https://www.freelancer.com/projects/graphic-design-banner-design/exhibition-stand-popup-design/,Exhibition Stand Popup Design 3 x 4, #4764215,Completed,1,£20-250 GBP,0,"Banner Design,Graphic Design,Photoshop,Visual Arts",4,5,1,"sheffield, United Kingdom",United Kingdom,High income,5,1,5,19,0.789473684,0
2090,https://www.freelancer.com/projects/software-architecture/copies-computer-files-new-folder/,Copies computer files to new folder based on list, #4762889,Completed,1,$250-750 USD,5,Software Architecture,1,5,27,"Waxahachie (Dallas suburb), United States",United States,High income,2,1,2,6,0.833333333,0
2093,https://www.freelancer.com/projects/mobile-phone-android/android-sales-contact-manager/,Android sales contact manager, #4756043,Completed,1,$250-750 USD,5,"Android,Mobile App Development",2,5,2,"San Nicolas de los Garza, Mexico",Mexico,Upper middle income,7,1,7,13,0.538461538,0
2094,https://www.freelancer.com/projects/php-java/convert-chatroom-java-red-java/,Convert chatroom java+red5 to java at server ended, #4755642,In Progress,1,$750-1500 USD,3,"Java,MySQL,PHP,Software Architecture",4,5,1,"Auburn, United States",United States,High income,3,1,3,3,0.333333333,0
2096,https://www.freelancer.com/projects/php-html.1/input-forms-table-output-tables/,"2 input forms, a table output , 2 tables", #4741580,Completed,1,$10-30 USD,5,"HTML,PHP",2,5,61,"Einsiedeln, Switzerland",Switzerland,High income,4,1,4,21,0.857142857,0
2103,https://www.freelancer.com/projects/php-website-design/opencart-personal-computer-configurator/,Opencart Personal Computer Configurator, #4719229,Completed,1,$250-750 USD,5,"AJAX,eCommerce,Open Cart,PHP,Website Design",5,5,57,"Genova, Italy",Italy,High income,3,1,3,15,0.866666667,0
2105,https://www.freelancer.com/projects/graphic-design-logo-design/personal-site-logo-design/,Personal Site Logo Design, #4715774,Completed,1,$10-35 USD,0,"Graphic Design,Logo Design",2,5,1,"Concord, United States",United States,High income,5,1,5,18,0.777777778,0
2107,https://www.freelancer.com/projects/web-security-software-architecture/digital-signage-rink-scheduler/,Digital Signage Rink Scheduler application, #4713871,Completed,1,$250-750 USD,5,"Database Administration,Microsoft,MySQL,Software Architecture,Web Security",5,5,20,"London, Canada",Canada,High income,1,1,1,3,1,0
2108,https://www.freelancer.com/projects/system-admin-windows-server/analyze-windows-startup/,Analyze windows startup, #4710519,Completed,1,$30-250 USD,5,"System Admin,Windows 8,Windows Server",3,5,1,"tzofim, Ireland",Ireland,High income,1,1,1,2,1,0
2112,https://www.freelancer.com/projects/data-entry-word/fill-templated-word-docs-from/,Fill in templated word docs from information on a website, #4690282,Completed,1,£250-750 GBP,2,"Data Entry,Word",2,5,2,"Stafford, United Kingdom",United Kingdom,High income,6,1,6,21,0.761904762,0
2114,https://www.freelancer.com/projects/copywriting/blog-articles-needed.4682142/,11 blog articles needed, #4682142,Completed,1,$30-250 USD,5,Copywriting,1,5,40,"puerto vallarta, Mexico",Mexico,Upper middle income,6,1,6,6,0.166666667,0
2117,https://www.freelancer.com/projects/php-mysql/mods-php-mysql-registration-list/,Mods on PHP/MySQL registration list, #4666562,Completed,1,$30-250 USD,5,"MySQL,PHP",2,5,33,"American Canyon, United States",United States,High income,11,1,11,18,0.444444444,0
2118,https://www.freelancer.com/projects/linux-magento/optimize-magento-dedicated-server/,Optimize Magento on dedicated server., #4663975,Completed,1,$30-250 USD,5,"Apache,Linux,Magento,MySQL",4,5,25,"RANHEIM, Norway",Norway,High income,3,1,3,21,0.904761905,0
2119,https://www.freelancer.com/projects/codeigniter/specialist-codeigniter/,Specialist of codeigniter, #4660613,Completed,1,$30-100 USD,5,Codeigniter,1,4.9,78,"boulogne, France",France,High income,6,1,6,15,0.666666667,0
2127,https://www.freelancer.com/projects/php-iphone/fix-server-bug-iphone-application/,Fix Server Bug - iPhone Application is not working as a result of Server, #4644642,In Progress,1,$8-15 USD / hour,5,"iPhone,PHP,Software Architecture",3,5,25,"New York, United States",United States,High income,2,1,2,6,0.833333333,0
2129,https://www.freelancer.com/projects/shopping-carts-magento/paypal-hosted-checkout-magento-site/,Paypal hosted checkout in Magento site, #4642509,Completed,1,$30-250 USD,5,"eCommerce,HTML,Magento,PayPal API,Shopping Carts",5,5,7,"Dhaka, Bangladesh",Bangladesh,Lower middle income,6,1,6,12,0.583333333,0
2135,https://www.freelancer.com/projects/website-design-graphic-design/domain-monitoring-service/,Domain monitoring service, #4621027,Completed,1,$1500-3000 USD,5,"Graphic Design,jQuery / Prototype,MySQL,PHP,Website Design",5,5,9,"Essen, Germany",Germany,High income,8,1,8,13,0.461538462,0
2143,https://www.freelancer.com/projects/excel-powerpoint/short-web-traffic-analys-ppt/,Short Web traffic analys + PPT, #4596844,In Progress,1,$8-15 USD / hour,5,"Analytics,Excel,Powerpoint",3,0,0,"Lonodn, United Kingdom",United Kingdom,High income,2,1,2,5,0.8,0
2153,https://www.freelancer.com/projects/php-website-design/website.4555425/,WP Website, #4555425,Completed,1,$250-750 USD,5,"Graphic Design,HTML,PHP,Website Design",4,5,10,"Beirut, Lebanon",Lebanon,Upper middle income,21,1,21,21,0.047619048,0
2154,https://www.freelancer.com/projects/engineering-scientific-research/hydroelectric-power-computational/,Hydroelectric power computational project, #4550232,Completed,1,$30-250 USD,5,"Civil Engineering,Engineering,Mechanical Engineering,Physics,Scientific Research",5,5,28,"Las Vegas, United States",United States,High income,2,1,2,8,0.875,0
2157,https://www.freelancer.com/projects/php-mysql/application-for-call-center/,Application for Call Center, #4535932,In Progress,1,min $50 USD / hour,0,"HTML,MySQL,PHP",3,0,0,"Capital Federal, Argentina",Argentina,High income,10,1,10,13,0.307692308,1
2159,https://www.freelancer.com/projects/php-xml/twilio-php-phone-verify-class/,Twilio /  PHP Phone verify Class, #4534392,Completed,1,€250-750 EUR,5,"PHP,Software Architecture,VoIP,XML",4,5,23,"Eindhoven, Netherlands",Netherlands,High income,1,1,1,9,1,0
2163,https://www.freelancer.com/projects/php-ajax/joomla-jomsocial-private-message-with.4505532/,Joomla - JomSocial Private Message with Files Attachment system - repost, #4505532,Completed,1,€30-250 EUR,5,"AJAX,Joomla,jQuery / Prototype,PHP,Software Architecture",5,5,7,"Catania, Italy",Italy,High income,2,1,2,13,0.923076923,0
2164,https://www.freelancer.com/projects/telemarketing-sales/home-base-team-individual/,"HOME BASE, TEAM or INDIVIDUAL", #4485411,In Progress,1,$2-8 USD / hour,3,"Advertising,Leads,Marketing,Sales,Telemarketing",5,0,0,"Mandaue City, Philippines",Philippines,Lower middle income,3,1,3,4,0.5,0
2168,https://www.freelancer.com/projects/mobile-phone-iphone/android-app.4466550/,Android App, #4466550,Completed,1,£20-250 GBP,5,"Android,iPhone,Mobile App Development",3,4.7,17,"Wales, United Kingdom",United Kingdom,High income,1,1,1,16,1,0
2169,https://www.freelancer.com/projects/ghostwriting-articles/articles-about-towns-and-villages/,25 ARTICLES ABOUT TOWNS AND VILLAGES IN FRENCH RIVIERA, #4466493,Completed,1,$30-250 USD,5,"Article Rewriting,Article Writing,Ghostwriting",3,5,6,"Cordoba, Spain",Spain,High income,6,1,6,21,0.761904762,0
2170,https://www.freelancer.com/projects/engineering-mechanical-engineering/vib-ration-sorber-for-noise.4461594/,Vib-ration Ab-sorber for Noise Re-duction - repost, #4461594,Completed,1,$30-90 AUD,5,"Dynamics,Engineering,Mechanical Engineering",3,5,3,"KARAWARA, Australia",Australia,High income,1,1,1,1,1,0
2174,https://www.freelancer.com/projects/website-design-graphic-design/print-frame-pluss-uploads-from/,Print and Frame pluss uploads from users, #4451861,In Progress,1,$750-1500 USD,5,"Graphic Design,Website Design",2,3,6,"Athens, United States",United States,High income,2,1,2,5,0.8,0
2175,https://www.freelancer.com/projects/php-mysql/pokemon-dawn-rpg/,Pokemon Dawn RPG, #4450611,In Progress,1,$30-100 USD,5,"MySQL,PHP",2,5,5,"Plymouth, United States",United States,High income,1,1,1,1,1,0
2177,https://www.freelancer.com/projects/academic-writing-proposal-bid-writing/outsourcing-consulting/,Outsourcing and IT consulting, #4449054,Completed,1,$30-250 USD,0,"Proposal/Bid Writing,Research Writing",2,0,0,"richmond, United States",United States,High income,2,1,2,3,0.666666667,0
2178,https://www.freelancer.com/projects/website-design-wordpress/design-updates-existing-website/,Design updates to an existing website, #4436790,Completed,1,$30-250 USD,0,"HTML,Typography,Website Design,WordPress",4,5,1,"IRVINE, United States",United States,High income,3,1,3,21,0.904761905,1
2180,https://www.freelancer.com/projects/php-javascript/auction-count-down-script/,Auction count down script, #4434449,Completed,1,$30-100 USD,5,"Javascript,PHP,Software Architecture",3,5,71,"Auburn, United States",United States,High income,1,1,1,2,1,0
2181,https://www.freelancer.com/projects/php-asterisk-pbx/modify-freepbx-trunk-balance-module/,modify freepbx Trunk Balance module (asterisk), #4426847,In Progress,1,$30-100 USD,5,"Asterisk PBX,PHP",2,5,19,"Brooklyn, United States",United States,High income,1,1,1,2,1,0
2182,https://www.freelancer.com/projects/data-entry-copy-typing/finish-typing-out-one-book.4419824/,finish up typing out one book - 2nd repost., #4419824,Completed,1,$30-250 USD,5,"Copy Typing,Data Entry",2,5,8,"jerusalem, Israel",Israel,High income,11,1,11,18,0.444444444,0
2183,https://www.freelancer.com/projects/php-joomla/new-site-trouble-with-url/,"New site - trouble with URL`s, joomla.", #4419343,Completed,1,$30-250 USD,5,"Joomla,MySQL,PHP,Web Hosting,Website Management",5,4.8,114,"ISE, Norway",Norway,High income,1,1,1,3,1,0
2187,https://www.freelancer.com/projects/data-entry-copy-typing/finish-typing-out-one-book/,finish up typing out one book - repost, #4416204,In Progress,1,$30-250 USD,5,"Copy Typing,Data Entry",2,5,8,"jerusalem, Israel",Israel,High income,10,1,10,20,0.55,0
2189,https://www.freelancer.com/projects/php-software-architecture/contactform-for-website-adobe-muse/,Contactform for website in Adobe Muse, #4406710,Completed,1,$100-250 USD,1,"HTML,PHP,Software Architecture",3,5,2,"Goedereede, Netherlands",Netherlands,High income,2,1,2,6,0.833333333,0
2191,https://www.freelancer.com/projects/data-entry-sql/monitoring-mapping-ebay-amazon-google/,MONITORING/Mapping Ebay- Amazon-Google-Price [login to view URL] +  COMPARING - and REPRICING with Automation and updates to excel file and Password protected webpage, #4402613,In Progress,1,$1500-3000 USD,5,"Amazon Web Services,Data Entry,eBay,SQL,Web Scraping",5,5,1,"Saint Charles, United States",United States,High income,1,1,1,5,1,1
2192,https://www.freelancer.com/projects/graphic-design-logo-design/new-inis-logo/,New INIS Logo2, #4401070,Completed,1,$30-250 USD,5,"Graphic Design,Logo Design",2,5,9,"Jakarta, Norway",Norway,High income,5,1,5,21,0.80952381,0
2195,https://www.freelancer.com/projects/php-website-design/opencart-site-customisation-final-stage/,OpenCart site customisation - FINAL STAGE, #4395127,Completed,1,$250-750 USD,5,"AJAX,eCommerce,Open Cart,PHP,Website Design",5,5,57,"Genova, Italy",Italy,High income,1,1,1,1,1,0
2200,https://www.freelancer.com/projects/copywriting-articles/marketing-principles/,Marketing Principles, #4380188,Completed,1,£20-250 GBP,5,"Article Writing,Copywriting,Research Writing",3,4.9,3,"London, United Kingdom",United Kingdom,High income,6,1,6,11,0.545454545,0
2204,https://www.freelancer.com/projects/php-javascript/online-survey.4362789/,Online survey, #4362789,Completed,1,$250-750 USD,2,"AJAX,Javascript,MySQL,PHP,Website Design",5,5,1,"Hallandale Beach, United States",United States,High income,3,1,3,15,0.866666667,0
2207,https://www.freelancer.com/projects/php/php-big-fix/,PHP big fix, #4357572,Completed,1,$30-250 USD,3,PHP,1,5,1,"Doha, Qatar",Qatar,High income,8,1,8,10,0.3,0
2208,https://www.freelancer.com/projects/php-website-testing/setup-two-moodle-sites-server.4352520/,Setup  two moodle sites on a server - repost, #4352520,In Progress,1,$250-750 AUD,0,"MySQL,PHP,Website Testing",3,0,0,"Blue Hills, Turks and Caicos Islands",Turks and Caicos Islands,High income,1,1,1,3,1,0
2209,https://www.freelancer.com/projects/audio-services/audio-recording-increase-sound-quality/,Audio Recording - Increase Sound Quality, #4348079,Completed,1,$30-250 USD,5,Audio Services,1,4.8,24,"Phoenix, United States",United States,High income,4,1,4,11,0.727272727,0
2210,https://www.freelancer.com/projects/engineering-mathematics/physics-design-needed-for-rounded/,Physics design needed for a rounded ended tube to always stay upright, #4345163,Completed,1,$30-250 CAD,5,"Engineering,Mathematics,Physics",3,5,55,"Sherwood Park, Canada",Canada,High income,1,1,1,4,1,0
2212,https://www.freelancer.com/projects/php-website-design/opencart-extension-customisation/,OpenCart Extension Customisation, #4343642,Completed,1,$30-100 USD,5,"AJAX,eCommerce,Open Cart,PHP,Website Design",5,5,57,"Genova, Italy",Italy,High income,4,1,4,11,0.727272727,0
2216,https://www.freelancer.com/projects/transcription-copy-typing/finish-typing-out-one-book/,finish up typing out one book, #4328116,In Progress,3,$30-250 USD,5,"Copy Typing,Transcription",2,5,8,"jerusalem, Israel",Israel,High income,41,3,13.66666667,22,0.424242424,0
2218,https://www.freelancer.com/projects/embedded-software/reading-data-from-converter/,reading data from A/D converter, #4319186,Completed,1,$30-250 USD,3,Embedded Software,1,4,1,"BA, Slovakia",Slovakia,High income,1,1,1,5,1,0
2219,https://www.freelancer.com/projects/virtual-assistant-web-search/find-websites-that-match-specific/,Find websites that match specific criterias, #4317083,Completed,1,$30-250 USD,5,"Virtual Assistant,Web Search",2,5,25,"New York, United States",United States,High income,2,1,2,13,0.923076923,0
2221,https://www.freelancer.com/projects/php-wordpress/wordpress-theme-php-editing/,Wordpress theme PhP editing, #4314745,Completed,1,$30-250 USD,5,"CSS,PHP,WordPress",3,5,2,"New York, United States",United States,High income,2,1,2,18,0.944444444,0
2222,https://www.freelancer.com/projects/research-technical-writing/protecting-children-violence-women/,Protecting Children's Violence and Women Empower, #4311867,In Progress,1,$1500-3000 USD,0,"Article Writing,Report Writing,Research,Research Writing,Technical Writing",5,0,0,"Dhaka, Bangladesh",Bangladesh,Lower middle income,5,1,5,7,0.428571429,0
2224,https://www.freelancer.com/projects/web-scraping-ebay/automate-listing-ebay-products-our/,Automate Listing of eBay Products on our Website. eBay-Website Integration/Web Scraping/Crawling, #4303495,Completed,1,$250-750 AUD,5,"Data Mining,eBay,Web Scraping,Website Management",4,5,12,"burwood east, Australia",Australia,High income,4,1,4,5,0.4,0
2225,https://www.freelancer.com/projects/website-design-graphic-design/webpage-design.4296537/,Webpage Design, #4296537,Completed,1,$30-250 USD,5,"Graphic Design,User Interface / IA,Website Design",3,5,14,"Toronto, Canada",Canada,High income,20,1,20,21,0.095238095,0
2226,https://www.freelancer.com/projects/graphic-design-logo-design/logo-for-micro-continuity-website/,Logo for Micro-continuity website, #4284956,Completed,1,$30-250 USD,0,"Graphic Design,Logo Design",2,5,1,"Lake Country, Canada",Canada,High income,2,1,2,21,0.952380952,0
2227,https://www.freelancer.com/projects/excel-visual-basic-for-applications/vba-excel-count-macros/,VBA - Excel Count by Macros, #4284212,Completed,1,£20-250 GBP,5,"Excel,Visual Basic for Apps",2,5,10,"London, United Kingdom",United Kingdom,High income,5,1,5,5,0.2,0
2234,https://www.freelancer.com/projects/php-xml/webpage-design-possible-coding-for/,Webpage design and possible coding for Fantasy Sports website, #4242491,Completed,1,$30-250 USD,5,"CSS,Graphic Design,PHP,Website Design,XML",5,5,9,"Katy, United States",United States,High income,6,1,6,8,0.375,0
2235,https://www.freelancer.com/projects/website-design-shopping-carts/wedding-dress-shop-with-magento/,Wedding dress shop with magento and a simple dressing room, #4242328,Completed,1,$250-750 USD,5,"eCommerce,HTML,Magento,Shopping Carts,Website Design",5,4.9,43,"Macei&oacute;, Brazil",Brazil,Upper middle income,1,1,1,20,1,0
2236,https://www.freelancer.com/projects/php-javascript/opencart-high-skilled-developer-required/,OPENCART high skilled developer required, #4238632,In Progress,1,$30-250 USD,5,"AJAX,eCommerce,Javascript,PHP,Website Design",5,5,57,"Genova, Italy",Italy,High income,5,1,5,5,0.2,0
